% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=577776, Mon Aug 18 04:54:54 2025, <python>{}</python>
1 31 0.3271722587632029 0 0 0.2874985206878538 0.3288767210252167 0.32322629903318295 0.3495435355327024 0.2961918929145183 0.31086639868725596 0.3165437305894471 0.3378251846448596
2 62 0.40168298245511175 0 0 0.2934379169619523 0.3672468192752932 0.44942540454427427 0.42495722197649116 0.3715310940508542 0.44482661994835965 0.3586911857080762 0.4043756822827037
3 93 0.43570827033560167 0 0 0.3253952317046761 0.3989613086635843 0.4468657929845399 0.38682638757512705 0.41658057251920466 0.42154520506880283 0.3667727342014765 0.4268299425276587
4 124 0.45758795350881726 0 0 0.2997422831079135 0.43656569789511457 0.48058921950145317 0.38411975475040727 0.40909831102322863 0.4288919708567928 0.3927711992635208 0.44921213953410605
5 155 0.43019627830654206 0 0 0.24780596859876602 0.3887359593252973 0.39539310400230204 0.3817181353724396 0.39829635466042485 0.3548591423757079 0.33818195024520337 0.46484046525572853
6 186 0.44270520418896014 0 0 0.22356831443849426 0.3433264796145542 0.38784121776580266 0.40282251519365003 0.42136482264145797 0.37150724594852147 0.35966709744752373 0.5401704381242359
7 217 0.5179214540567527 0 0 0.22020340744273767 0.4022206543926648 0.3913440347145323 0.623528509362665 0.5259887010053959 0.42519923614949556 0.38942187416067486 0.6693785623014055
8 248 0.5154776492827667 0 0 0.20348146630198852 0.4178821594291933 0.3953049789536038 0.5745148155028981 0.5345864699521247 0.37422911660094227 0.3721312061641785 0.7018505810894854
9 279 0.4176220131210132 0 0 0.15350475193159677 0.34741335112311816 0.31967853073078384 0.44276753803686464 0.390769913322294 0.2982623142782289 0.32667013136972345 0.6828964447759169
10 310 0.3617931642233398 0 0 0.10948645286889554 0.2901745203987499 0.2753272663691704 0.37075056056385985 0.3415406970531134 0.256807766957766 0.26091280915544374 0.5467752364892245
11 341 0.3495988506157486 0 0 0.08044619618900604 0.30550457116910856 0.2703611099923586 0.3030329995787508 0.3730253323603669 0.258431610953835 0.24884673471624463 0.5463600459569973
12 372 0.33020023371184887 0 0 0.0687629068559571 0.30041535751230986 0.23119322618650753 0.26265327201205324 0.38766380981347887 0.25235398558818856 0.24585461760752614 0.516134460321421
13 403 0.2917803862067693 0 0 0.042899127720570196 0.27430184384679673 0.19848392679964288 0.2314674256164819 0.34121247481294675 0.22336484277433866 0.20796981831499406 0.41206295580960894
14 434 0.32354251949062773 0 0 0.03518248041261324 0.326179556402148 0.21592146858081562 0.25859104005548184 0.382242194596367 0.24746539150017632 0.3506145156472901 0.4896956485605139
15 465 0.358542609214353 0 0 0.030013592616042015 0.3823548977312253 0.23257552770512382 0.2655869926576196 0.3906509910947803 0.26579828291562285 0.47093844860368894 0.5567236896160422
16 496 0.31564651727803467 0 0 0.022134094186258516 0.29007069534632934 0.20347357034559238 0.23898182843175095 0.3341755871218488 0.25152766810770094 0.3742248849244304 0.48059824358589515
