Modulator	Frequency (Hz)	Amplitude	Waveform
1	2499.6480539081954	0.5108378408339901	triangle_wave
2	2503.887996782065	0.2775556821727413	triangle_wave
3	2501.1511373992694	0.016257073752626375	square_wave
4	2502.5528674536945	0.0031972217172776163	square_wave
