Modulator	Frequency (Hz)	Amplitude
1	5.092680720826138	3.977821410695013
2	1087.0626727879242	1.9837143305778682e-07
3	1053.8406566224223	3.8957854474259666
4	2315.044049657201	4.493897416197617
