Modulator	Frequency (Hz)	Amplitude	Waveform
1	2825.9011019510217	0.5971517860889435	noise_wave
2	67.4698706463223	0.7506859004497528	noise_wave
3	4955.3955026492895	0.10082006454467773	triangle_wave
4	3537.932472612487	0.5225064634287264	noise_wave
