Modulator	Frequency (Hz)	Amplitude	Waveform
1	2912.5910743608056	2.320739929405906e-05	sine_wave
2	4469.235894996185	1.0596139921135582e-06	sawtooth_wave
3	153.46649747641732	0.3407695520422247	sine_wave
4	91.73474805566366	0.8797233429589458	sine_wave
