Modulator	Frequency (Hz)	Amplitude	Waveform
1	1278.931888352115	0.5195454333079179	sawtooth_wave
2	3613.352159447857	0.019745768698513633	square_wave
3	336.7803392278879	0.9661383746947649	noise_wave
4	3182.671901944549	0.7623049877334805	sawtooth_wave
