Modulator	Frequency (Hz)	Amplitude
1	8.999955945555485	4.3522443241191695
2	3338.187023370535	2.3040883601055384e-07
3	2606.2844882673267	6.425968340818501
4	3213.1213975824394	6.381659252632103
