Modulator	Frequency (Hz)	Amplitude	Waveform
1	463.16285007690226	0.0715274778468521	triangle_wave
2	460.3933445633529	0.804994479122344	sine_wave
3	921.1204627308205	0.13710535233296664	sine_wave
4	453.1762718647069	0.0025842125756553817	sawtooth_wave
