Modulator	Frequency (Hz)	Amplitude	Waveform
1	921.0410240440066	0.01502094615778021	sine_wave
2	250.0093908797652	0.0021588687616786797	triangle_wave
3	460.5515537510826	0.1085328135296057	sine_wave
4	3815.080583709475	0.0032093889075679323	sawtooth_wave
