Modulator	Frequency (Hz)	Amplitude	Waveform
1	2500.1593623944505	0.9999999144202296	noise_wave
2	2504.020834423454	0.7871618147472306	triangle_wave
3	2503.2350514205427	0.3530967946726305	square_wave
4	2500.9865931760114	0.999999945038602	noise_wave
