Modulator	Frequency (Hz)	Amplitude	Waveform
1	2658.0861929892435	0.5648185641067226	noise_wave
2	4944.216219745651	0.24981421131915982	sawtooth_wave
3	4102.911921245543	0.1404276971982361	sawtooth_wave
4	2569.709359435509	0.6011497046982497	noise_wave
