Modulator	Frequency (Hz)	Amplitude	Waveform
1	2503.5771177159836	0.6808738401089153	triangle_wave
2	2503.675526438376	1.0	triangle_wave
3	2503.202232306515	0.7144317866765151	triangle_wave
4	2503.4088749220327	1.0	triangle_wave
