Modulator	Frequency (Hz)	Amplitude	Waveform
1	2503.502311164861	1.0	sawtooth_wave
2	2504.010830119674	0.7439063792338254	sine_wave
3	2504.445550876152	0.5588819989136283	sawtooth_wave
4	2502.003646729937	0.9999999992281328	noise_wave
