Modulator	Frequency (Hz)	Amplitude	Waveform
1	460.04982715155484	0.2597701766692222	sine_wave
2	921.1258085832092	0.0564371041680114	sine_wave
3	461.05659088270204	0.2585489311961903	sine_wave
4	937.8031328288573	0.008780250537536227	noise_wave
