Modulator	Frequency (Hz)	Amplitude	Waveform
1	436.7589849909691	0.12200009542515461	triangle_wave
2	744.9475002751367	0.010255231351596394	triangle_wave
3	449.1255414070579	0.8925317042737074	sine_wave
4	188.1789181861568	0.08953204648555751	triangle_wave
