Modulator	Frequency (Hz)	Amplitude	Waveform
1	2502.5010998406665	0.6578945600480736	triangle_wave
2	2501.9778693442145	0.8930668566244158	triangle_wave
3	2502.238885060123	0.8060697684013751	triangle_wave
4	2502.27676004879	0.5770696112154824	triangle_wave
