Modulator	Frequency (Hz)	Amplitude	Waveform
1	2497.8831878222513	3.2043406102529115e-09	square_wave
2	2510.518591000304	0.6464909173294805	sawtooth_wave
3	2498.9948760626216	1.0	sawtooth_wave
4	2502.5828183756257	3.2043406102529115e-09	sine_wave
