Modulator	Frequency (Hz)	Amplitude	Waveform
1	2497.4471468330944	0.868411594440261	noise_wave
2	2507.670155058535	0.687036696023775	noise_wave
3	2509.1611055323947	0.0	triangle_wave
4	2503.1324421121262	0.8666972706569139	triangle_wave
