Modulator	Frequency (Hz)	Amplitude	Waveform
1	4920.287958868103	0.9803916845689855	noise_wave
2	3337.5622541727025	0.008763887412398752	triangle_wave
3	2993.7256687685667	0.382984661794012	sawtooth_wave
4	1731.8847309317607	0.22611358627227673	sawtooth_wave
