Modulator	Frequency (Hz)	Amplitude	Waveform
1	5.092678352918028	0.9359532782414661	sine_wave
2	229.43671596451668	0.0014397843336867778	triangle_wave
3	435.3429812140321	0.00033048259637578133	triangle_wave
4	5.605716347099133	0.7056766518214351	sine_wave
