Modulator	Frequency (Hz)	Amplitude	Waveform
1	2501.708197599224	0.3847093453575974	sine_wave
2	2518.4781008720115	4.3454679811524566e-08	triangle_wave
3	2498.9143219460666	0.0	square_wave
4	2510.6979342215395	0.7522209809211583	noise_wave
