Modulator	Frequency (Hz)	Amplitude	Waveform
1	2502.378966127789	0.5298875731097293	square_wave
2	2501.9044223303085	0.7644028512958378	sine_wave
3	2500.3580679646802	0.7115195657465271	noise_wave
4	2502.8990665889173	0.9999999989606011	sawtooth_wave
