Modulator	Frequency (Hz)	Amplitude	Waveform
1	2505.483859935432	0.831919175735009	triangle_wave
2	2506.8321857044134	0.2958013569796993	square_wave
3	2497.262576604886	0.6648457106723222	square_wave
4	2502.6860543917815	0.0	triangle_wave
