Modulator	Frequency (Hz)	Amplitude	Waveform
1	3320.7496066838503	0.8889036640248378	noise_wave
2	4552.344880208373	0.667489180341363	noise_wave
3	3137.539810180664	0.36125411093235016	sine_wave
4	4461.567632749677	0.9544498674804345	noise_wave
