Modulator	Frequency (Hz)	Amplitude	Waveform
1	3218.256387139626	0.0	sine_wave
2	816.4789123963617	0.8633111499169506	sine_wave
3	815.9899805484822	0.8751412775496487	sine_wave
4	3217.7461662718506	0.0	sine_wave
