Modulator	Frequency (Hz)	Amplitude	Waveform
1	120.67702293219736	0.1877499217036314	triangle_wave
2	397.4541043153577	0.9896990072190973	sine_wave
3	445.4681987522972	0.05370839739042127	triangle_wave
4	30.168659685398172	0.6127606202283481	triangle_wave
