Modulator	Frequency (Hz)	Amplitude	Waveform
1	2586.204634172353	0.18013918096658998	sawtooth_wave
2	4008.8611635492225	0.16525016014558463	triangle_wave
3	2488.89199833033	0.08649643857590467	triangle_wave
4	61.773386731354094	0.821575574343129	noise_wave
