Modulator	Frequency (Hz)	Amplitude	Waveform
1	3325.736757599662	0.16646875578301312	sawtooth_wave
2	4783.0675672224825	0.3639502724422069	noise_wave
3	3077.225436794789	0.09050791117228785	square_wave
4	1013.0498124122728	0.12769756629245765	sawtooth_wave
