Modulator	Frequency (Hz)	Amplitude	Waveform
1	461.07077932332663	0.8925898651097778	sine_wave
2	920.9951178738932	0.17845666935233528	sine_wave
3	460.0683109273991	0.9677204035300709	sine_wave
4	925.4194363705894	0.024120505350455457	sine_wave
