Frequency (Hz)	Amplitude
431.5789473684211	0.000595981758033375
444.7368421052632	0.0037356817600473517
452.63157894736844	0.006030159046872311
460.5263157894737	0.11105969340782941
478.94736842105266	0.0020537672319823827
905.2631578947369	0.0005899698284203008
921.0526315789474	0.016148191886553375
926.3157894736843	0.01246867309082693
939.4736842105264	0.0010634188040373762
1386.842105263158	0.0007861663084791847
1847.3684210526317	0.000536766983892754
