Modulator	Frequency (Hz)	Amplitude	Waveform
1	809.6087641923668	0.0021533612408055807	sawtooth_wave
2	1349.1278867395613	0.003151169989822898	sine_wave
3	935.5097886900476	0.06029550157363772	sine_wave
4	457.5011448992336	0.9730288166797549	sine_wave
