Modulator	Frequency (Hz)	Amplitude	Waveform
1	460.6119917607757	0.9530633042677084	sine_wave
2	463.18319349000376	0.10336151806796055	triangle_wave
3	222.43656425924928	0.026244771742071717	triangle_wave
4	4156.125797474226	0.017038947770632234	square_wave
