Modulator	Frequency (Hz)	Amplitude	Waveform
1	2508.0337191218355	0.9999999995720976	noise_wave
2	2519.3873521600176	1.0	noise_wave
3	2488.4037797769042	0.2266829104521901	square_wave
4	2521.205457699777	2.0255473433817408e-19	sine_wave
