Modulator	Frequency (Hz)	Amplitude	Waveform
1	147.29503432242927	0.6732351340881373	sine_wave
2	1524.3575838075676	0.0	triangle_wave
3	4801.015216214849	0.0	square_wave
4	148.4173545126623	0.3867559469517096	sawtooth_wave
