Modulator	Frequency (Hz)	Amplitude	Waveform
1	4349.982647089666	0.0	noise_wave
2	939.2164128869772	0.0	sine_wave
3	1455.4568207859993	0.0	sine_wave
4	913.5076176798902	0.0	sine_wave
