Modulator	Frequency (Hz)	Amplitude	Waveform
1	147.36251105184874	0.4444536679085995	sine_wave
2	4234.5470505678295	0.00011361682730468136	sawtooth_wave
3	297.5826238568443	0.14714891548442022	sine_wave
4	4961.790886232451	0.003516661934676516	sawtooth_wave
