Modulator	Frequency (Hz)	Amplitude	Waveform
1	3305.9181639925173	0.0	square_wave
2	95.59760489167093	0.0	sine_wave
3	95.12938240141193	0.0	sine_wave
4	4274.844771069938	0.0	triangle_wave
