Modulator	Frequency (Hz)	Amplitude	Waveform
1	2500.568125478792	0.2690281576831962	triangle_wave
2	2502.91586051787	0.68640920822613	sine_wave
3	2501.3540071678867	0.5733592501114555	triangle_wave
4	2501.285311996574	0.11271391845629752	triangle_wave
