Modulator	Frequency (Hz)	Amplitude	Waveform
1	2179.600484551695	0.6773621524773926	noise_wave
2	1260.119104346815	0.33850041500400574	noise_wave
3	1754.6896115158909	0.0015913685350399387	sawtooth_wave
4	2541.9801403128886	0.24678417891144006	square_wave
