Modulator	Frequency (Hz)	Amplitude	Waveform
1	2502.612867677415	0.34004674851258904	noise_wave
2	2503.4637383212666	0.38365155047706195	sine_wave
3	2503.9034347388597	0.4078404480295888	triangle_wave
4	2502.8456857043475	0.9999999929817533	noise_wave
